name,categ,X,Y,color
Смешанная бронхиальная астма,Аллергические болезни,-9.7838545,8.405336,#E7E419
Смешанная деменция,Психические расстройства,62.266846,17.33387,#42BE71
Смешанное заикание,Нервные болезни,69.66729,23.520924,#64CB5D
Снежная слепота,Глазные болезни,-6.383449,40.915134,#345E8D
Снижение либидо,Мужские болезни,82.074745,-10.173194,#48196B
Содоку,Инфекционные болезни,-26.871693,-1.9967804,#482374
Соединительнотканная дисплазия,Ревматические болезни,32.577442,5.61437,#BADE27
Солнечная эритема,Кожные болезни,-77.47879,10.389819,#404387
Солнечный дерматит,Аллергические болезни,-51.321487,-1.0303012,#E7E419
Солнечный удар,Болезни ОДС и травмы,46.55452,-9.594639,#29AF7F
Соматостатинома,Онкологические болезни,-35.043663,-36.18378,#FDE724
Соматоформная дисфункция вегетативной нервной системы,Психические расстройства,61.35173,2.1689594,#42BE71
Соматоформное расстройство,Психические расстройства,75.70924,16.55998,#42BE71
Сомнамбулизм,Нервные болезни,85.244225,12.836305,#64CB5D
Сонная болезнь,Инфекционные болезни,-28.194439,-8.3326435,#482374
Сосудистая деменция,Психические расстройства,61.64069,16.76225,#42BE71
Сосудистая миелопатия,Нервные болезни,34.123688,38.507256,#64CB5D
Сосудистые звездочки,Косметические проблемы,2.7335582,30.99336,#460C5F
Сотрясение головного мозга,Нервные болезни,46.34509,28.242785,#64CB5D
Сотрясение головного мозга у ребенка,Детские болезни,46.289635,28.281563,#23888D
Социофобия,Психические расстройства,86.3376,21.136734,#42BE71
Сочетанные пороки сердца,Болезни сердца и сосудов,66.80999,-25.67165,#79D151
Спаечная болезнь,Болезни органов пищеварения,-5.72788,-49.63421,#22A784
Спаечная кишечная непроходимость,Болезни органов пищеварения,-5.4295797,-49.301853,#22A784
Спазм аккомодации,Детские болезни,11.092531,48.66262,#23888D
Спазм анального сфинктера,Болезни толстого кишечника,-2.46537,-28.581377,#D2E11B
Спазм кишечника,Болезни органов пищеварения,5.3363624,-52.549953,#22A784
Спазм пищевода,Болезни органов пищеварения,7.78553,-58.088024,#22A784
Спазм сфинктера Одди,Болезни органов пищеварения,5.3968315,-38.476334,#22A784
Спазмофилия,Детские болезни,48.20603,-8.050402,#23888D
Спайки в малом тазу,Женские болезни,-28.306465,-69.49118,#3D4C89
Спайки маточных труб,Женские болезни,-27.154314,-70.912094,#3D4C89
Спайсовая зависимость,Наркологические проблемы,84.841156,1.137837,#29788E
Спастическая диплегия,Нервные болезни,51.133835,19.951775,#64CB5D
Сперматоцеле,Мужские болезни,-21.05318,-60.68004,#48196B
Специфические расстройства развития школьных навыков,Детские болезни,71.83807,30.603222,#23888D
Спинальное эпидуральное кровоизлияние,Нервные болезни,33.407497,36.40437,#64CB5D
Спинальные амиотрофии,Наследственные болезни,45.13604,13.320008,#267F8E
Спинальный арахноидит,Нервные болезни,31.141241,35.14453,#64CB5D
Спинальный инсульт,Нервные болезни,34.28372,38.207523,#64CB5D
Спинальный эпидуральный абсцесс,Нервные болезни,30.505472,33.660297,#64CB5D
Спиноцеребеллярные атаксии ,Наследственные болезни,34.02108,-4.018132,#267F8E
Спленомегалия,Болезни органов пищеварения,7.565629,-26.914982,#22A784
Спондилез,Болезни ОДС и травмы,24.577961,63.695423,#29AF7F
Спондилоартроз,Болезни ОДС и травмы,23.846687,63.797447,#29AF7F
Спондилолиз,Болезни ОДС и травмы,21.200716,62.891857,#29AF7F
Спондилолистез,Болезни ОДС и травмы,21.836334,63.74363,#29AF7F
Спондилоэпифизарная дисплазия ,Наследственные болезни,30.51375,0.8043064,#267F8E
Спонтанный пневмоторакс,Болезни органов дыхания,2.7469983,6.7540207,#A5DA35
Спру,Болезни органов пищеварения,17.847527,-39.349087,#22A784
Сращение малых половых губ,Детские болезни,-36.942684,-60.346344,#23888D
Сращение почек,Урологические болезни,-12.755844,-31.305637,#30678D
Средний кариес,Болезни зубов,-49.368378,49.77076,#38568B
Стабильная стенокардия,Болезни сердца и сосудов,57.8267,-14.147302,#79D151
Старение кожи,Косметические проблемы,-69.64535,24.012524,#460C5F
Старческая кератома,Кожные болезни,-65.13656,-12.344163,#404387
Старческое лентиго,Кожные болезни,-66.04092,15.822722,#404387
Стафилодермия,Кожные болезни,-39.00497,14.672677,#404387
Стафилодермия новорожденных,Детские болезни,-38.59774,8.513919,#23888D
Стафилококковая пневмония,Болезни органов дыхания,-9.1179,-2.980279,#A5DA35
Стафилома ,Глазные болезни,3.503015,44.452312,#345E8D
Стеноз двенадцатиперстной кишки,Болезни органов пищеварения,3.3364391,-52.514065,#22A784
Стеноз пищевода,Болезни органов пищеварения,5.0364447,-60.416355,#22A784
Стеноз почечных артерий,Урологические болезни,52.055946,-26.523981,#30678D
Стеноз прямой кишки,Болезни толстого кишечника,-4.97595,-56.673645,#D2E11B
Стеноз трахеи и бронхов,Болезни органов дыхания,-4.475132,13.586192,#A5DA35
Стеноз устья легочной артерии,Болезни сердца и сосудов,62.026546,-27.3299,#79D151
Стеноз цервикального канала,Женские болезни,-21.268167,-74.74709,#3D4C89
Стенозирующий лигаментит,Болезни ОДС и травмы,8.455442,75.2535,#29AF7F
Стенокардия,Болезни сердца и сосудов,58.28373,-13.926599,#79D151
Стенокардия напряжения,Болезни сердца и сосудов,57.777275,-14.193021,#79D151
Стенокардия покоя,Болезни сердца и сосудов,57.742023,-14.618024,#79D151
Стенокардия Принцметала,Болезни сердца и сосудов,58.16422,-14.803225,#79D151
Стертая дизартрия,Нарушения речи,67.346924,30.716558,#8DD644
Столбняк,Инфекционные болезни,-26.460314,-10.222755,#482374
Стоматит у детей,Детские болезни,-50.278847,31.195745,#23888D
Стоматиты,Болезни зубов,-49.701294,31.924887,#38568B
Стрептодермия,Кожные болезни,-68.21272,5.8544827,#404387
Стрептодермия у детей,Детские болезни,-68.67408,4.62642,#23888D
Стрептококковая пневмония,Болезни органов дыхания,-11.186463,-2.2518575,#A5DA35
Стрептококковое импетиго,Кожные болезни,-67.75185,4.7659464,#404387
Стрептококковые инфекции,Инфекционные болезни,-15.267425,-8.095809,#482374
Стрессовая язва,Болезни органов пищеварения,4.4899306,-44.897293,#22A784
Стриктура мочеточника,Урологические болезни,-12.756518,-55.878727,#30678D
Стриктура уретры,Урологические болезни,-14.792628,-59.39127,#30678D
Стриктуры жёлчных протоков,Болезни органов пищеварения,-21.232805,-40.547035,#22A784
Стромальный текоматоз яичников,Женские болезни,36.753777,-42.550716,#3D4C89
Стронгилоидоз,Инфекционные болезни,-22.952982,-17.58715,#482374
Субарахноидальное кровоизлияние,Нервные болезни,38.85524,29.265324,#64CB5D
Субдуральная гематома,Нервные болезни,35.466393,32.63222,#64CB5D
Субдуральная гигрома,Нервные болезни,33.326344,32.594482,#64CB5D
Субдуральная эмпиема,Нервные болезни,30.593822,32.417522,#64CB5D
Субинволюция матки,Женские болезни,-7.9251347,-79.57988,#3D4C89
Субконъюнктивальное кровоизлияние,Глазные болезни,-2.1821027,37.224182,#345E8D
Субкорнеальный пустулезный дерматит,Кожные болезни,-54.226963,8.1920805,#404387
Субмукозная миома матки,Женские болезни,-31.50353,-76.95578,#3D4C89
Субпериостальный абсцесс орбиты ,Глазные болезни,-29.595573,26.314087,#345E8D
Субсерозная миома матки,Женские болезни,-31.70573,-76.95544,#3D4C89
Судорожный синдром у детей,Детские болезни,56.26248,7.704393,#23888D
Суицид,Психические расстройства,87.02555,22.11471,#42BE71
Суицидальное поведение детей и подростков,Детские болезни,86.586685,22.976564,#23888D
Сумеречное расстройство сознания,Психические расстройства,79.17536,10.093362,#42BE71
Сухая гангрена,Болезни ОДС и травмы,-12.831636,20.696264,#29AF7F
Сухие ломкие волосы,Болезни волос,-75.56107,20.822023,#443982
Сухой перикардит,Болезни сердца и сосудов,0.10300165,-9.264523,#79D151
Сухой плеврит,Болезни органов дыхания,-1.3636864,-8.677184,#A5DA35
Сухость влагалища,Женские болезни,-34.302795,-65.32216,#3D4C89
Сухость кожи,Косметические проблемы,-71.92073,22.973286,#460C5F
Сфеноидит,"Болезни уха, горла, носа",-24.329708,24.295694,#208F8C
Сывороточная болезнь,Аллергические болезни,14.346191,-20.104456,#E7E419
Сыпной тиф,Инфекционные болезни,-24.397896,-7.828465,#482374
Тазовое предлежание плода,Женские болезни,-12.139201,-87.29172,#3D4C89
Талассемия,Болезни крови,23.318487,-14.890862,#1E988A
Тампонада сердца,Болезни сердца и сосудов,57.830406,-24.176517,#79D151
Тахикардия,Болезни сердца и сосудов,61.641903,-14.364804,#79D151
Тахилалия,Нарушения речи,69.85443,28.470495,#8DD644
Текалютеиновая киста яичника,Женские болезни,-35.01851,-83.827385,#3D4C89
Темные круги под глазами,Косметические проблемы,-73.540245,27.03398,#460C5F
Температурная крапивница ,Кожные болезни,-49.00822,3.5980377,#404387
Тендинит,Болезни ОДС и травмы,6.96682,74.697365,#29AF7F
Тендинит ахиллова сухожилия,Болезни ОДС и травмы,6.509756,74.35038,#29AF7F
Тендинит коленного сустава,Болезни ОДС и травмы,6.9779363,72.37787,#29AF7F
Тендинит плечевого сустава,Болезни ОДС и травмы,5.658428,75.5305,#29AF7F
Тендовагинит,Болезни ОДС и травмы,-6.618612,66.91624,#29AF7F
Тендовагинит кисти,Болезни ОДС и травмы,-5.19559,63.30576,#29AF7F
Тендовагинит стопы,Болезни ОДС и травмы,-4.8892684,63.490738,#29AF7F
Тениаринхоз,Инфекционные болезни,-24.185595,-16.753542,#482374
Тениоз,Инфекционные болезни,-24.762321,-17.144312,#482374
Тенонит,Глазные болезни,-2.7075639,33.561073,#345E8D
Тепловой удар,Болезни ОДС и травмы,46.563824,-9.60616,#29AF7F
Тератома,Онкологические болезни,-47.001007,-22.159899,#FDE724
Тератома средостения,Онкологические болезни,-45.721207,-22.455524,#FDE724
Тератома яичника,Женские болезни,-33.914978,-79.92078,#3D4C89
Тетрада Фалло,Болезни сердца и сосудов,64.38312,-28.695171,#79D151
Тетрациклиновые зубы ,Болезни зубов,-46.163494,49.695423,#38568B
Тики у детей,Детские болезни,68.67046,19.19068,#23888D
Тимома,Онкологические болезни,-39.291706,-29.954222,#FDE724
Тимомегалия,Детские болезни,34.302094,-23.839005,#23888D
Тиреоидит,Эндокринные болезни,-13.787114,15.784667,#440154
Токсикодермия,Аллергические болезни,-46.02276,6.0023446,#E7E419
Токсикоз беременных,Женские болезни,25.792233,-38.668827,#3D4C89
Токсикомания,Наркологические проблемы,82.83221,1.239582,#29788E
Токсическая амблиопия,Глазные болезни,11.398011,38.462765,#345E8D
Токсическая меланодермия,Кожные болезни,-52.48521,5.5761814,#404387
Токсическая эритема ,Кожные болезни,-49.739704,5.9728723,#404387
Токсический гепатит,Болезни органов пищеварения,13.3842535,-25.832085,#22A784
Токсический отек легких,Болезни органов дыхания,49.116486,-19.103657,#A5DA35
Токсическое поражение зрительного нерва,Глазные болезни,11.442169,37.284718,#345E8D
Токсоплазмоз,Инфекционные болезни,-13.678669,-11.124652,#482374
Токсоплазмоз при беременности,Женские болезни,-12.408725,-15.095969,#3D4C89
Токсоплазмозный увеит,Глазные болезни,-3.4027185,34.71599,#345E8D
Тонзиллит у детей,Детские болезни,-21.996767,7.921607,#23888D
Тонкие волосы,Болезни волос,-76.60854,22.198622,#443982
Тонкие губы,Эстетические проблемы,-24.549696,47.634705,#2D6F8E
Торсионная дистония,Нервные болезни,48.57039,17.886429,#64CB5D
Травма позвоночника,Болезни ОДС и травмы,29.063128,66.37599,#29AF7F
Травматическая ампутация,Болезни ОДС и травмы,7.0814867,80.47741,#29AF7F
Травматическая болезнь,Болезни ОДС и травмы,12.302334,16.298168,#29AF7F
Травматический дерматит,Кожные болезни,-56.088448,-1.4075812,#404387
Травматический периодонтит ,Болезни зубов,-50.01605,42.770058,#38568B
Травматический шок,Болезни ОДС и травмы,42.65235,-12.826952,#29AF7F
Травмы глотки,"Болезни уха, горла, носа",-3.2524657,19.629894,#208F8C
Травмы гортани,"Болезни уха, горла, носа",-3.2356396,19.611416,#208F8C
Травмы живота,Болезни ОДС и травмы,5.092113,16.289547,#29AF7F
Травмы зубов,Болезни зубов,-46.29673,56.500793,#38568B
Травмы и искривления носа,"Болезни уха, горла, носа",-26.769613,31.579704,#208F8C
Травмы коленного сустава,Болезни ОДС и травмы,3.8773751,83.21524,#29AF7F
Травмы органов мошонки,Мужские болезни,-17.841312,-63.627354,#48196B
Травмы периферических нервов,Нервные болезни,23.290958,73.81226,#64CB5D
Травмы печени,Болезни ОДС и травмы,4.609805,16.583729,#29AF7F
Травмы полового члена,Мужские болезни,-33.8006,-56.624897,#48196B
Травмы половых органов у девочек,Детские болезни,-16.781113,-63.89719,#23888D
Травмы придаточных пазух носа,"Болезни уха, горла, носа",-25.004208,27.57681,#208F8C
Травмы суставов,Болезни ОДС и травмы,5.1456227,86.47838,#29AF7F
Травмы уха,"Болезни уха, горла, носа",-19.883474,28.795847,#208F8C
Транзиторная глобальная амнезия,Нервные болезни,57.05488,13.901128,#64CB5D
Транзиторная ишемическая атака,Нервные болезни,41.0331,27.853773,#64CB5D
Транспозиция магистральных сосудов,Болезни сердца и сосудов,62.832577,-29.30167,#79D151
Трахеит,"Болезни уха, горла, носа",-16.010906,7.2184944,#208F8C
Трахеит у ребенка,Детские болезни,-17.085625,5.815415,#23888D
Трахеобронхит,Болезни органов дыхания,-15.790997,6.676081,#A5DA35
Трахеопищеводный свищ,Болезни органов дыхания,2.3425908,-60.63549,#A5DA35
Трахома,Глазные болезни,-10.93329,37.04118,#345E8D
Тревожное расстройство личности,Психические расстройства,88.00478,19.489328,#42BE71
Тремы ,Болезни зубов,-42.832386,54.67249,#38568B
Трепетание желудочков,Болезни сердца и сосудов,64.61168,-15.20862,#79D151
Трепетание предсердий,Болезни сердца и сосудов,64.37231,-15.310647,#79D151
Третичный сифилис,Венерические болезни,-36.124966,-6.3292027,#35B778
Трехпредсердное сердце,Болезни сердца и сосудов,64.37165,-29.546568,#79D151
Трещины сосков ,Болезни молочных желез,-70.097466,31.571514,#462F7C
Трещины эмали ,Болезни зубов,-45.5222,50.914375,#38568B
Триада Фалло,Болезни сердца и сосудов,64.07761,-28.134068,#79D151
Трижды негативный рак молочной железы,Онкологические болезни,-47.08732,-40.134155,#FDE724
Трикуспидальная недостаточность,Болезни сердца и сосудов,64.28237,-25.931665,#79D151
Трикуспидальный стеноз,Болезни сердца и сосудов,63.869152,-26.269129,#79D151
Трихиаз,Глазные болезни,-2.9422345,40.696266,#345E8D
Трихомониаз ,Венерические болезни,-39.056664,-67.60848,#35B778
Трихомониаз у женщин,Венерические болезни,-37.580082,-67.08853,#35B778
Трихотилломания,Психические расстройства,77.75923,20.60252,#42BE71
Трихофития,Кожные болезни,-69.81817,5.3917475,#404387
Трихоцефалёз,Инфекционные болезни,-22.963642,-18.149105,#482374
Тромбоз геморроидального узла,Болезни толстого кишечника,-6.118039,-62.414917,#D2E11B
Тромбоз глубоких вен,Болезни вен и лимфоузлов,14.688482,8.234331,#53C567
Тромбофилия,Болезни вен и лимфоузлов,17.75764,-23.26568,#53C567
Тромбофлебит,Болезни вен и лимфоузлов,15.397213,8.827386,#53C567
Тромбоцитопатии,Детские болезни,22.806675,-18.691338,#23888D
Тромбоцитопении,Болезни крови,20.244677,-15.027947,#1E988A
Тромбоцитопеническая пурпура,Болезни крови,19.908667,-15.093944,#1E988A
Тромбоэмболия легочной артерии,Болезни органов дыхания,54.713055,-21.977352,#A5DA35
Трофическая язва,Болезни вен и лимфоузлов,16.361853,9.282987,#53C567
Трофобластическая болезнь,Женские болезни,-32.675686,-74.40054,#3D4C89
Трубное бесплодие,Женские болезни,-26.753693,-71.458664,#3D4C89
Трудный подросток,Детские болезни,83.01366,26.533756,#23888D
Туберкулез,Инфекционные болезни,-8.262359,-8.79973,#482374
Туберкулез бронхов,Болезни органов дыхания,-3.0610147,-4.83529,#A5DA35
Туберкулез внутригрудных лимфатических узлов,Болезни органов дыхания,-1.8940717,-2.4045663,#A5DA35
Туберкулёз глаз,Глазные болезни,-4.106194,33.302864,#345E8D
Туберкулез гортани,"Болезни уха, горла, носа",-3.9412189,-4.6370344,#208F8C
Туберкулез кишечника,Инфекционные болезни,-8.81047,-38.96449,#482374
Туберкулез кожи,Кожные болезни,-49.26181,13.129987,#404387
Туберкулез костей,Болезни ОДС и травмы,5.833095,66.70876,#29AF7F
Туберкулез легких,Болезни органов дыхания,-3.94082,-2.9839568,#A5DA35
Туберкулез молочных желез,Болезни молочных желез,-52.924126,-31.844944,#462F7C
Туберкулез позвоночника,Болезни ОДС и травмы,16.156767,62.637215,#29AF7F
Туберкулез полости рта ,Болезни зубов,-42.37574,24.98654,#38568B
Туберкулез почек,Урологические болезни,-11.350111,-35.24707,#30678D
Туберкулез суставов,Болезни ОДС и травмы,5.4927764,66.50523,#29AF7F
Туберкулез у детей,Детские болезни,-8.481576,-9.244965,#23888D
Туберкулезная интоксикация,Болезни органов дыхания,-7.967292,-8.678358,#A5DA35
Туберкулезный артрит,Ревматические болезни,-1.9365922,62.26772,#BADE27
Туберкулезный менингит,Нервные болезни,30.259895,17.536911,#64CB5D
Туберкулезный плеврит,Болезни органов дыхания,-2.036147,-8.689429,#A5DA35
Туберкулома легкого,Болезни органов дыхания,-2.0704,-3.4815588,#A5DA35
Туберозный склероз,Наследственные болезни,36.3791,9.307205,#267F8E
Тубоовариальный абсцесс,Женские болезни,-27.832834,-67.03087,#3D4C89
Тубулопатии,Детские болезни,28.588535,-19.766794,#23888D
Тубулярная грудь,Эстетические проблемы,-53.19334,-37.933212,#2D6F8E
Тубулярная карцинома почки,Онкологические болезни,-29.363342,-36.594112,#FDE724
Тугоухость,"Болезни уха, горла, носа",58.560143,29.357359,#208F8C
Тугоухость у детей,Детские болезни,59.33022,29.636505,#23888D
Туляремия,Инфекционные болезни,-27.410614,-0.18931094,#482374
Тупая травма живота,Болезни ОДС и травмы,5.271412,16.177338,#29AF7F
Тусклый цвет лица,Косметические проблемы,-72.71574,25.013245,#460C5F
Увеит,Глазные болезни,-1.2848313,35.32701,#345E8D
Угри,Кожные болезни,-63.91287,20.634699,#404387
Угри новорожденных,Кожные болезни,-77.16158,5.513759,#404387
Удвоение матки и влагалища,Женские болезни,-20.320364,-77.254135,#3D4C89
Узелки доильщиц,Кожные болезни,-66.10175,8.191353,#404387
Узелковый периартериит,Ревматические болезни,12.693903,-10.881759,#BADE27
Узкий таз,Женские болезни,-10.671621,-76.672585,#3D4C89
Узловатая эритема,Кожные болезни,-47.28452,15.9332485,#404387
Узловатокистозные угри,Кожные болезни,-61.531204,21.71367,#404387
Узловая мастопатия,Болезни молочных желез,-51.158455,-36.86971,#462F7C
Узловая меланома,Кожные болезни,-58.75766,-14.983414,#404387
Узловой зоб,Онкологические болезни,-32.3559,-29.137333,#FDE724
Узлы и кисты щитовидной железы,Эндокринные болезни,-48.525475,-32.52311,#440154
Укорочение конечностей,Болезни ОДС и травмы,15.897478,73.51441,#29AF7F
Уреаплазмоз и микоплазмоз,Венерические болезни,-39.44914,-67.39179,#35B778
Уреаплазмоз у женщин,Женские болезни,-39.89516,-67.08853,#3D4C89
Уретероцеле,Урологические болезни,-13.703743,-56.376682,#30678D
Уретрит,Урологические болезни,-35.752476,-67.347496,#30678D
Уретро-влагалищный свищ,Женские болезни,-14.726795,-62.91135,#3D4C89
Ушиб головного мозга,Нервные болезни,37.175842,31.58917,#64CB5D
Ушиб колена,Болезни ОДС и травмы,4.9208293,82.04787,#29AF7F
Ушиб копчика,Болезни ОДС и травмы,8.080279,82.52671,#29AF7F
Ушиб легкого,Болезни органов дыхания,5.2887955,10.039227,#A5DA35
Ушиб молочных желез,Болезни молочных желез,-54.14931,-33.738163,#462F7C
Ушиб ноги,Болезни ОДС и травмы,3.744477,80.355484,#29AF7F
Ушиб пальца,Болезни ОДС и травмы,4.746242,79.66624,#29AF7F
Ушиб позвоночника,Болезни ОДС и травмы,27.316269,67.16663,#29AF7F
Ушиб ребер,Болезни ОДС и травмы,6.059996,10.599004,#29AF7F
Ушиб руки,Болезни ОДС и травмы,3.8053796,80.48555,#29AF7F
Ушиб сустава,Болезни ОДС и травмы,3.84936,80.89521,#29AF7F
Ущемление грыжи,Болезни органов пищеварения,2.8102899,-65.969215,#22A784
Ущемленная диафрагмальная грыжа,Болезни органов пищеварения,2.4956915,-65.357025,#22A784
Фавус,Кожные болезни,-70.46976,5.8872566,#404387
Факоматозы,Нервные болезни,36.73628,9.072837,#64CB5D
Фантомная боль,Нервные болезни,52.852825,25.106844,#64CB5D
Фарингит,"Болезни уха, горла, носа",-18.325768,9.185308,#208F8C
Фарингит у детей,Детские болезни,-20.790785,8.142068,#23888D
Фарингомикоз,"Болезни уха, горла, носа",-43.104893,19.263409,#208F8C
Фасциолёз,Инфекционные болезни,-22.462042,-20.255934,#482374
Фебрильные судороги у детей,Детские болезни,56.504826,8.35385,#23888D
Фенилкетонурия,Детские болезни,31.672789,-23.26096,#23888D
Феномен Артюса,Аллергические болезни,-45.693058,-2.692309,#E7E419
Феохромоцитома,Онкологические болезни,28.166536,-33.26766,#FDE724
Ферментная недостаточность поджелудочной железы,Болезни органов пищеварения,13.602401,-33.33041,#22A784
Фетальный алкогольный синдром,Детские болезни,43.07689,-2.5936348,#23888D
Фето-фетальный трансфузионный синдром,Женские болезни,-5.411897,-82.7572,#3D4C89
Фетоплацентарная недостаточность,Женские болезни,-3.2629917,-82.291435,#3D4C89
Фиброз поджелудочной железы,Болезни органов пищеварения,13.460666,-32.70576,#22A784
Фиброзирующий альвеолит,Болезни органов дыхания,-3.2299993,1.7898442,#A5DA35
Фиброзная дисплазия,Болезни ОДС и травмы,10.786772,26.322886,#29AF7F
Фиброзный периодонтит ,Болезни зубов,-50.01699,42.433834,#38568B
Фиброзный полип эндометрия,Женские болезни,-29.357487,-77.01155,#3D4C89
Фиброзный пульпит,Болезни зубов,-52.371174,44.885086,#38568B
Фибролипома молочной железы,Онкологические болезни,-49.926918,-37.033604,#FDE724
Фиброма матки,Женские болезни,-26.193268,-81.68559,#3D4C89
Фиброма молочной железы,Онкологические болезни,-50.279495,-35.24898,#FDE724
Фиброма полости рта,Онкологические болезни,-41.244106,28.569109,#FDE724
Фиброма яичника,Женские болезни,-34.52943,-81.172585,#3D4C89
Фиброматоз десен ,Болезни зубов,-48.80291,39.862106,#38568B
Фибромиалгия,Нервные болезни,62.96276,6.7103786,#64CB5D
Фибросаркома,Онкологические болезни,-38.985954,-32.17839,#FDE724
Фиброэпителиальный невус,Кожные болезни,-66.203606,-12.1885605,#404387
Физиологическая дислалия,Нарушения речи,70.75659,32.708057,#8DD644
Филяриатоз,Инфекционные болезни,-31.283228,8.551537,#482374
Фимоз,Мужские болезни,-35.49046,-56.84976,#48196B
Фитодерматит,Аллергические болезни,-53.574818,-0.9097415,#E7E419
Флебиты,Болезни вен и лимфоузлов,15.520045,8.984416,#53C567
Флеботодермия,Кожные болезни,-48.926655,5.563713,#404387
Флегмона,Болезни ОДС и травмы,-35.080616,15.022945,#29AF7F
Флегмона глазницы,Глазные болезни,-29.863482,26.182709,#345E8D
Флегмона новорожденных,Детские болезни,-36.11492,9.560827,#23888D
Флегмона околочелюстная,Болезни зубов,-29.686167,15.661072,#38568B
Флегмонозная ангина,"Болезни уха, горла, носа",-25.444931,18.592299,#208F8C
Флегмонозный аппендицит,Болезни органов пищеварения,-11.71307,-45.387142,#22A784
Флюороз,Болезни зубов,-46.645714,48.990494,#38568B
Фобии у детей и подростков,Детские болезни,84.82582,22.045164,#23888D
Фобические расстройства,Психические расстройства,83.004326,14.006072,#42BE71
Фобофобия,Психические расстройства,83.032036,13.308769,#42BE71
Фокальная корковая дисплазия,Нервные болезни,36.954468,11.455104,#64CB5D
Фокальная эпилепсия,Нервные болезни,53.320004,13.564188,#64CB5D
Фолиеводефицитная анемия,Болезни крови,26.55788,-28.805952,#1E988A
Фолликулит,Кожные болезни,-65.865654,6.490734,#404387
Фолликулярная ангина,"Болезни уха, горла, носа",-23.487417,9.541343,#208F8C
Фолликулярная киста яичника,Женские болезни,-35.56909,-83.66074,#3D4C89
Фолликулярный гиперкератоз,Косметические проблемы,-69.67169,16.262592,#460C5F
Фолликулярный рак щитовидной железы,Онкологические болезни,-43.32675,-34.60692,#FDE724
Фонетико-фонематическое недоразвитие (ФФН),Нарушения речи,70.25714,31.396366,#8DD644
Фосфат-диабет ,Наследственные болезни,29.489632,-18.02293,#267F8E
Фотостарение кожи,Косметические проблемы,-70.16332,22.550451,#460C5F
Фригидность,Женские болезни,81.9122,-11.381752,#3D4C89
Фринодерма,Кожные болезни,-65.07016,13.003963,#404387
Фуникулоцеле,Урологические болезни,-21.035233,-60.66243,#30678D
Фуникулярный миелоз,Нервные болезни,27.443125,-24.97621,#64CB5D
Функциональная автономия щитовидной железы,Эндокринные болезни,36.844975,-32.11754,#440154
Функциональная диарея,Болезни толстого кишечника,20.7102,-44.84364,#D2E11B
Функциональная дислалия,Нарушения речи,69.54235,31.79311,#8DD644
Функциональные расстройства желудка,Болезни органов пищеварения,8.530195,-41.352833,#22A784
Функциональный парез гортани,"Болезни уха, горла, носа",51.145206,30.96633,#208F8C
Фурункул,Кожные болезни,-35.43959,13.437503,#404387
Фурункул носа,"Болезни уха, горла, носа",-24.70927,20.461596,#208F8C
Фурункул уха,"Болезни уха, горла, носа",-22.097015,23.000603,#208F8C
Фурункулез,Кожные болезни,-36.283928,13.826644,#404387
Х-образные ноги,Болезни ОДС и травмы,15.037046,73.28485,#29AF7F
Халязион,Глазные болезни,-13.867246,33.752434,#345E8D
Хейлит,Болезни зубов,-50.764164,22.352875,#38568B
Хейлит Манганотти ,Болезни зубов,-45.1213,25.578438,#38568B
Хилоторакс,Болезни органов дыхания,-2.0457578,-14.580597,#A5DA35
Хламидийная пневмония,Болезни органов дыхания,-14.676677,-1.5822642,#A5DA35
Хламидийный конъюнктивит,Глазные болезни,-15.509027,37.61826,#345E8D
Хламидиоз ,Венерические болезни,-38.528526,-67.91827,#35B778
Хламидиоз у женщин,Венерические болезни,-37.833168,-67.547104,#35B778
Хлоазма,Кожные болезни,-64.663666,16.864946,#404387
Хоанальный полип,"Болезни уха, горла, носа",-24.796917,23.485952,#208F8C
Холангиокарцинома,Онкологические болезни,-32.16056,-37.35614,#FDE724
Холангит,Болезни органов пищеварения,-1.6008134,-36.29604,#22A784
Холедохолитиаз,Болезни органов пищеварения,-1.8009406,-40.13415,#22A784
Холера,Инфекционные болезни,-24.68988,-11.619777,#482374
Холестаз,Болезни органов пищеварения,7.615479,-33.063553,#22A784
Холестаз новорожденного,Детские болезни,15.652879,-26.324547,#23888D
Холестатический гепатит,Болезни органов пищеварения,7.587791,-32.686718,#22A784
Холестеатома уха,Онкологические болезни,-21.571161,28.02409,#FDE724
Холестероз желчного пузыря,Болезни органов пищеварения,1.2487171,-39.230034,#22A784
Холецистит,Болезни органов пищеварения,0.3846649,-36.692604,#22A784
Холецистокардиальный синдром,Болезни органов пищеварения,7.1396613,-38.692677,#22A784
Холинергическая крапивница,Кожные болезни,-46.666187,1.0493833,#404387
Холодовая аллергия,Аллергические болезни,-54.46594,-1.829621,#E7E419
Холодовой дерматит,Аллергические болезни,-54.66832,-1.6626776,#E7E419
Хондробластома,Онкологические болезни,12.12226,24.006474,#FDE724
Хондроидная сирингома ,Кожные болезни,-60.402775,-10.216518,#404387
Хондрокальциноз,Болезни ОДС и травмы,0.82198906,59.129173,#29AF7F
Хондрома,Онкологические болезни,12.423663,24.597864,#FDE724
Хондроматоз суставов,Ревматические болезни,0.24632931,68.98482,#BADE27
Хондромиксоидная фиброма,Онкологические болезни,12.868118,23.644777,#FDE724
Хондроперихондрит гортани,"Болезни уха, горла, носа",-22.226704,20.164162,#208F8C
